"","seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue"
"1","chr1",959258,1449689,490432,"*",0.0502495512379731,"ATAD3C","chr1-958971-959544",2.80129603731301,0.00254489020415406
"2","chr1",959309,1116259,156951,"*",0.0606998901756766,"NOC2L","chr1-1115775-1116742",2.89219668896812,0.00191279183621735
"3","chr1",976159,1001138,24980,"*",0.0549121802959052,"ISG15","chr1-975927-976391",2.88249407040465,0.00197270280804626
"4","chr1",976159,1116361,140203,"*",0.0521138199187894,"C1orf159","chr1-975927-976391",2.54692575755051,0.00543382756937481
"5","chr1",1001138,1462631,461494,"*",0.0577310156777555,"ISG15","chr1-1462272-1462989",2.71397594282727,0.00332404969340863
"6","chr1",1001138,1471320,470183,"*",0.0681180190626205,"ISG15","chr1-1470814-1471825",3.20002937427384,0.000687067910347438
"7","chr1",1006553,1399328,392776,"*",0.0697953899363261,"CCNL2","chr1-1006375-1006731",3.23130357528384,0.000616134934947657
"8","chr1",1068803,1309609,240807,"*",0.0683438329561235,"ACAP3","chr1-1068650-1068955",3.79799427697737,7.29358453938908e-05
"9","chr1",1069306,1399328,330023,"*",0.0595558024650301,"CCNL2","chr1-1069109-1069503",2.61953384997125,0.00440250168419493
"10","chr1",1073712,1471769,398058,"*",0.0662940343701172,"ATAD3B","chr1-1073469-1073954",3.61893369065222,0.00014790970923283
"11","chr1",1116361,1173739,57379,"*",0.0769996639982181,"C1orf159","chr1-1173575-1173902",3.78241843279861,7.76559974135904e-05
"12","chr1",1144377,1273885,129509,"*",0.0565930822440245,"UBE2J2","chr1-1144082-1144672",2.82273817438834,0.00238077199257051
"13","chr1",1173739,1512151,338413,"*",0.0918705147830018,"ATAD3A","chr1-1173575-1173902",5.42126732271659,2.95889933999886e-08
"14","chr1",1173739,1615415,441677,"*",0.0779167990771609,"MIB2","chr1-1173575-1173902",3.30043415277124,0.000482676819802631
"15","chr1",1173739,1659012,485274,"*",0.101679235914713,"CDK11B","chr1-1173575-1173902",5.54277625919114,1.48856586320636e-08
"16","chr1",1185232,1659012,473781,"*",0.0579862436672639,"CDK11B","chr1-1185099-1185364",2.57479678801427,0.00501494977792874
"17","chr1",1232031,1273809,41779,"*",0.058599692174166,"SDF4","chr1-1273173-1274444",3.54409390393907,0.000196982450358694
"18","chr1",1232031,1505662,273632,"*",0.0821334477217769,"SDF4","chr1-1505546-1505777",3.9839199758335,3.38938539751692e-05
"19","chr1",1273809,1449689,175881,"*",0.0540508635932105,"ATAD3C","chr1-1273173-1274444",2.6405904016671,0.0041380854729269
"20","chr1",1273885,1281707,7823,"*",0.0517214617127679,"UBE2J2","chr1-1281349-1282065",2.33987965915633,0.00964497717129697
"21","chr1",1273885,1457027,183143,"*",0.0748633308569163,"UBE2J2","chr1-1456866-1457188",3.56759507222273,0.000180136339733389
"22","chr1",1287156,1574869,287714,"*",0.0627746395374776,"SSU72","chr1-1286995-1287316",3.35325845328937,0.000399330452448201
"23","chr1",1290359,1449689,159331,"*",0.0557326832380629,"ATAD3C","chr1-1290243-1290474",2.76803244902328,0.00281979201507411
