,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMEgainsboro
TAOK3,1164,dimgrey,dimgrey,2,-0.43286061187377506,-0.7903119505279841,0.788844270661313,-0.6925803427253664
TAPBP,1167,dimgrey,dimgrey,2,-0.676683618205282,-0.3559271420083479,0.44372008401020413,-0.3527342745801841
TASOR2,1167,dimgrey,dimgrey,2,-0.0591842251962779,-0.4264674000907483,0.4550967930652037,-0.3777198560604855
TAT,1167,darkgrey,darkgrey,1,0.6311808677665158,0.8735188100738833,-0.7810316415807877,0.6647144565236005
TAX1BP1,1167,dimgrey,dimgrey,2,0.2519107793192698,0.3083423764348281,-0.2872827915973314,0.23730412891700323
TBC1D22A,1157,dimgrey,dimgrey,2,-0.5309488057171436,-0.7171554872249598,0.8281979782795242,-0.7541174402101004
TBC1D5,1167,dimgrey,dimgrey,2,-0.6415342375976921,-0.7645262095198593,0.9031726266280735,-0.8385482618593771
TBC1D8,1165,dimgrey,dimgrey,2,-0.3719393136237594,-0.5669254225399917,0.7872516962223363,-0.755017734875712
TBCA,1167,dimgrey,dimgrey,2,0.49278335257623346,0.30254279044541,-0.4049210158781033,0.43846721211739886
TBCK,1167,black,black,0,0.5123292669040507,-0.0861006865472628,0.14668031426362213,-0.25905057776482066
TBL1X,1167,dimgrey,dimgrey,2,-0.3295383766366463,-0.5134494906658542,0.6011619647255109,-0.523470780281403
TBL1XR1,1167,dimgrey,dimgrey,2,-0.7128452390999009,-0.693892747357102,0.8304756986582637,-0.7446484634189625
TCF12,1167,dimgrey,dimgrey,2,-0.4836795583160452,-0.8290071341400914,0.897851695465962,-0.8146826629136001
TCF25,1167,dimgrey,dimgrey,2,-0.18290455658499377,-0.6027298853892181,0.49218112417810184,-0.4088912871016369
TCF7L2,1167,dimgrey,dimgrey,2,-0.5423080627324498,-0.6671798811014007,0.8775820931164251,-0.8095646039143585
TEAD1,1167,dimgrey,dimgrey,2,-0.38894434777152626,-0.5561842193075736,0.7980267235078612,-0.758260220231671
TENT2,1167,dimgrey,dimgrey,2,0.08116376016733402,-0.37111568069248285,0.4274055500423207,-0.42569930072972845
TF,1167,darkgrey,darkgrey,1,0.4900860060225973,0.895325392970328,-0.6989759928350155,0.5941984176473726
TFG,1167,dimgrey,dimgrey,2,-0.2645494442458842,-0.08720480911582407,0.3294718620094604,-0.3139567936475792
TFPI,1167,dimgrey,dimgrey,2,-0.6413078389993677,-0.5952975313411358,0.8203625506998082,-0.7904630840447936
TFR2,1167,dimgrey,dimgrey,2,-0.19923860579091565,0.0818997361862705,0.22007988434253267,-0.28202681251780515
TGFBR2,1167,dimgrey,dimgrey,2,-0.22469619194647744,-0.44943141456662583,0.5197478251294464,-0.49042025778219683
TGOLN2,1166,dimgrey,dimgrey,2,0.3641756216635609,0.32130329314880335,-0.20108038296102757,0.08055516689907147
THADA,1167,dimgrey,dimgrey,2,0.07910712561762431,-0.18912844665847825,0.2307680081421304,-0.2143765826215658
THOC2,1167,dimgrey,dimgrey,2,-0.13880410861132042,-0.4807983778528546,0.5248608493603969,-0.4742371735208575
THRAP3,1167,dimgrey,dimgrey,2,-0.3723534008222043,-0.36473793813414457,0.49879504553325976,-0.476931306112868
THRB,1167,dimgrey,dimgrey,2,-0.5758962352842291,-0.6726568882378638,0.8932760361702244,-0.8349368156180186
TJP1,1167,dimgrey,dimgrey,2,-0.36983760766228924,-0.5259689178193716,0.7407744928093203,-0.7254006192346314
TLCD4,1166,dimgrey,dimgrey,2,-0.21264202368445143,-0.014592469933503308,0.3761747184942148,-0.3853390603248421
TLE1,1167,dimgrey,dimgrey,2,-0.6639431185427834,-0.5189403551756793,0.6976371562756052,-0.5877865656926788
TLK1,1166,dimgrey,dimgrey,2,-0.4427767021736231,-0.4611339538963363,0.671296553981814,-0.6273805696613387
TLN1,1167,dimgrey,dimgrey,2,-0.36618030020798553,0.07565812473568138,0.17320061046826837,-0.27129471200821603
TM4SF4,1167,dimgrey,dimgrey,2,-0.5874283854247196,-0.07014949085527597,0.3681934173128008,-0.3329522962399111
TM9SF3,1167,dimgrey,dimgrey,2,-0.10979484073515439,0.16720685452509107,0.10260931857537103,-0.18240664873413343
TMBIM6,1167,darkgrey,darkgrey,1,0.5444802842912257,0.800415599331722,-0.7478691923073374,0.6569918682929922
TMCC1,1167,dimgrey,dimgrey,2,-0.0065766001169159935,-0.20761698670164333,0.2626841686614339,-0.27097170842059914
TMED10,1166,darkgrey,darkgrey,1,0.36525983527940714,0.7727759718409861,-0.5796961427560824,0.4827991849633824
TMED5,1167,dimgrey,dimgrey,2,-0.404954087374514,0.08431747372749065,0.16941184527054107,-0.20330814153499385
TMEM123,1167,dimgrey,dimgrey,2,0.010879136597284704,0.2780502565323984,0.02958423345713473,-0.21916900670280506
TMEM131,1167,dimgrey,dimgrey,2,-0.27771186820429894,-0.5067531089071521,0.6857780719504282,-0.6769733015567709
TMEM131L,1151,dimgrey,dimgrey,2,-0.4969247340133218,-0.7464766809167217,0.7949119077384864,-0.7158409399507429
TMEM176A,1167,darkgrey,darkgrey,1,0.07749286204043808,0.8528745907073111,-0.640350481604987,0.6407910356823219
TMEM176B,1167,darkgrey,darkgrey,1,0.20365496751366738,0.8954590302640779,-0.6235568388108446,0.5523519554515389
TMEM245,1167,dimgrey,dimgrey,2,-0.029926546201197626,0.37616927635459985,-0.25901992815493663,0.27929525594221133
TMSB10,1159,dimgrey,dimgrey,2,-0.35412540630524697,-0.13114297540170397,0.022746568865173525,0.1609124669494499
TMSB4X,1155,black,black,0,0.6820033009452174,0.34126986263115267,-0.5916687530176817,0.589122364555082
TNFAIP3,1165,dimgrey,dimgrey,2,-0.4281399598781907,0.07480963863668608,-0.0998809956218429,0.27100793737954754
TNKS,1167,dimgrey,dimgrey,2,-0.5004346313689101,-0.7284949804770735,0.8443395499309102,-0.8014024052684063
TNKS2,1165,dimgrey,dimgrey,2,-0.20569967426255947,-0.34783530459045936,0.4734117376140491,-0.46344264984936057
TNRC6A,1167,dimgrey,dimgrey,2,0.0699240958199356,-0.53807888439382,0.5802791609339919,-0.5669878638345409
TNRC6B,1167,dimgrey,dimgrey,2,-0.5661571500558839,-0.8273016681167087,0.8689900802215653,-0.8116239007316494
TNS3,1167,dimgrey,dimgrey,2,0.2661922276646052,0.35979804755999645,-0.06993718306618762,-0.1038234833855612
TOP1,1167,dimgrey,dimgrey,2,-0.17188963814368385,-0.5149182003252134,0.4939068706897464,-0.4403787859063512
TOP2B,1167,dimgrey,dimgrey,2,-0.3240493331548257,-0.4456198437239789,0.5327808107846218,-0.527531542517105
TOR1AIP2,1167,darkgrey,darkgrey,1,0.4953263237094377,0.9510566148124884,-0.8731797843043475,0.8253179256010945
TP53BP2,1166,gainsboro,gainsboro,3,-0.7277034997964621,-0.48843164702298514,0.6662463727497657,-0.6095602057971463
TPR,1167,dimgrey,dimgrey,2,-0.3712773820954925,0.04115601127909803,0.116637508577943,-0.06911780612090321
TPRG1,1167,black,black,0,0.8921024843507197,0.38209823246963703,-0.5189419144557914,0.4690793801744877
TPT1,1167,gainsboro,gainsboro,3,0.7454649962878854,0.7647015847530755,-0.9185444787647664,0.8905227231583579
TRA2A,1166,dimgrey,dimgrey,2,-0.01670110431940273,-0.5194808396161663,0.43988980331563415,-0.3804527575613329
TRAM1,1166,darkgrey,darkgrey,1,0.18113470035790907,0.7878030797319076,-0.6178352488884767,0.5844100827267958
TRAPPC9,1167,dimgrey,dimgrey,2,-0.5544457333783185,-0.7026579161213479,0.8285608768237117,-0.7465887617171745
TRIM24,1166,dimgrey,dimgrey,2,-0.3480640139153429,-0.12478429948788959,0.3580912386438541,-0.3321018099634202
TRIM44,1166,dimgrey,dimgrey,2,-0.4368714290514067,-0.4001182395416932,0.672462594270695,-0.6926337730894453
TRIO,1167,dimgrey,dimgrey,2,0.0063061418880930795,-0.47568769388567106,0.5943307984569092,-0.585965050113033
TRIP12,1167,dimgrey,dimgrey,2,-0.022400414817983792,-0.1923647983637543,0.29582985628454184,-0.33292868073388926
TRMT11,1167,dimgrey,dimgrey,2,-0.4007559129614987,-0.5323323040118455,0.8246552828355719,-0.8433895313062318
TRPC4AP,1167,dimgrey,dimgrey,2,-0.3303011033679963,-0.578453644530714,0.6097653082708424,-0.5419431624792299
TRPM7,1167,dimgrey,dimgrey,2,-0.4169894823660067,-0.802231779068414,0.8373924170379691,-0.7507277625349505
TRPS1,1165,black,black,0,-0.3805101637291471,0.386620388721565,-0.23896940266928168,0.3111531301502317
TSC22D1,1156,gainsboro,gainsboro,3,0.7020037693157544,0.7424522471099757,-0.8064576966387866,0.7129969878980362
TSC22D3,1166,gainsboro,gainsboro,3,0.2847678338550266,0.6920161056062295,-0.7973969643925127,0.824738988474223
TSHZ2,1142,dimgrey,dimgrey,2,-0.24957740416683635,0.08412544873341495,0.26161900010578537,-0.44525474791216113
TTC17,1167,dimgrey,dimgrey,2,-0.4247642079744573,-0.66156845490316,0.809592135348618,-0.7575820794584536
TTC28,1167,dimgrey,dimgrey,2,-0.5884977853440104,-0.76736536613207,0.9173109827276256,-0.8673565822023045
TTC3,1167,dimgrey,dimgrey,2,0.14451955646345616,-0.07776325535602265,0.24109274433779057,-0.3954338128127633
TTC37,1166,black,black,0,0.13412380283547648,0.10703290092596748,-0.045608375336340976,0.10558828022473443
TTC39C,1167,dimgrey,dimgrey,2,-0.7018762558452838,-0.5229663469725101,0.7260031940284289,-0.7345199944147495
TTPA,1166,black,black,0,0.6480183826089579,0.6275609143461323,-0.5728156616711593,0.49099769192993437
TTR,1167,gainsboro,gainsboro,3,0.4160325459678478,0.7279645205821913,-0.7952951016528966,0.8730911051015319
TUT4,1167,dimgrey,dimgrey,2,-0.4955353553147698,-0.746336272737687,0.7824038438519066,-0.6763062861624729
TUT7,1167,black,black,0,0.5706219638903669,-0.05403454975720455,-0.08802071559750536,0.10423338005742738
TXN,1167,gainsboro,gainsboro,3,0.5761585945616836,0.5922726068477169,-0.7809419850631298,0.8485557180955043
TXNIP,1138,dimgrey,dimgrey,2,-0.5179629786971527,-0.6784498175803038,0.6872606023597325,-0.6314936287940285
UBA52,1167,gainsboro,gainsboro,3,0.20116294263056597,0.5351503002337423,-0.7357242120254283,0.8760311331293138
UBAC2,1167,dimgrey,dimgrey,2,-0.1363941657806118,-0.6539391227125224,0.6821104003787963,-0.6665126824247479
UBB,1167,gainsboro,gainsboro,3,0.36775468484522356,0.6232822135003385,-0.781053773172116,0.8520992708150208
UBC,1167,gainsboro,gainsboro,3,0.08015790669055801,0.669909111989011,-0.7011452461992106,0.7766377572061666
UBE2D2,1167,dimgrey,dimgrey,2,0.12618353914865219,0.23072973902893432,-0.3530954024971708,0.40075975239528155
UBE2D3,1167,black,black,0,0.4723157000684159,0.20454908426427773,-0.18016336079587947,0.055217303344748496
UBE2E2,1167,dimgrey,dimgrey,2,-0.40870365014997156,-0.30341468601097954,0.6215754008956998,-0.7025097978578733
UBE2H,1167,dimgrey,dimgrey,2,-0.7493227752889734,-0.4380723891408689,0.5575308353764721,-0.4342331150096927
UBE2K,1167,dimgrey,dimgrey,2,-0.1485071499004932,-0.5642263314956069,0.4813490935236264,-0.38913322357444763
UBE3A,1167,dimgrey,dimgrey,2,-0.1669341711366476,-0.47797348536262324,0.5815791689441445,-0.5963740342640049
UBE3C,1167,dimgrey,dimgrey,2,-0.26979628668483874,-0.09611728375060151,0.2772408448410796,-0.27959573866425425
UBQLN1,1167,dimgrey,dimgrey,2,-0.30871306653026576,0.030130660285955617,0.2107088360836143,-0.19086804608533692
UBR2,1167,dimgrey,dimgrey,2,-0.3585164653324409,-0.7659914010509512,0.7517598891894356,-0.6613758234407358
UBR3,1167,dimgrey,dimgrey,2,-0.02513685237963654,-0.4756205087183956,0.5311448471307176,-0.5334921892029568
UBR4,1167,dimgrey,dimgrey,2,-0.0914911540490056,-0.19014535488256396,0.3682986561717147,-0.423375587824953
UBR5,1167,dimgrey,dimgrey,2,-0.12202352744944782,-0.5259946969885605,0.4886161006912707,-0.39571929853608767
UBXN4,1167,dimgrey,dimgrey,2,-0.05100901191849391,0.2550649522286114,-0.09443723503485892,0.09377505626607345
UGP2,1167,dimgrey,dimgrey,2,-0.3568484812253757,-0.6417989442575257,0.7340145296385954,-0.69454878183462
UGT2B4,1167,darkgrey,darkgrey,1,0.35336606596612047,0.8180553618491935,-0.8234252834785445,0.8914043622264166
UHMK1,1166,darkgrey,darkgrey,1,0.19623506572252633,0.7630367547434157,-0.6130491218207708,0.5494638859557384
UMAD1,1167,dimgrey,dimgrey,2,-0.5271874905781933,-0.41215764568648033,0.621108554059453,-0.5809785235348945
UQCR11,1167,darkgrey,darkgrey,1,0.5449476128864869,0.754622823798576,-0.8937754767810452,0.9122158202005286
UQCRQ,1167,darkgrey,darkgrey,1,0.48093165558753054,0.7967268909688039,-0.9065591292273066,0.9521188449659769
URI1,1167,dimgrey,dimgrey,2,-0.1111675665904441,-0.22280737716065024,0.30750404505223633,-0.29209258355142553
USP15,1167,gainsboro,gainsboro,3,-0.3129289197022536,-0.7824321329234478,0.7876936662874106,-0.7343182233826212
USP24,1167,dimgrey,dimgrey,2,-0.46962052704780183,-0.5723328148941909,0.7100529567044713,-0.6565991865420633
USP25,1167,dimgrey,dimgrey,2,0.07187975322386707,-0.4349632032639703,0.45627795682390904,-0.5048572752938588
USP3,1166,dimgrey,dimgrey,2,-0.512310434853873,-0.7277757472960019,0.7757064076203785,-0.6734694206221571
USP32,1167,dimgrey,dimgrey,2,-0.2259827441604434,-0.5059834135326352,0.6310372105225502,-0.6100846827830597
USP34,1167,dimgrey,dimgrey,2,-0.30323630109075683,-0.7097468552782427,0.742498315630738,-0.6919886576382624
USP47,1167,dimgrey,dimgrey,2,-0.22669848861141198,-0.5960971153092928,0.6743637486811279,-0.6447009797941091
USP9X,1167,dimgrey,dimgrey,2,-0.028309082286281494,0.0818976490735433,0.09187809567541254,-0.1416949144727562
UTRN,1167,dimgrey,dimgrey,2,-0.7633920146921929,-0.6510085636008823,0.7872555110818885,-0.7302175172182862
UTY,984,black,black,0,0.8749611747017378,0.208711871877598,-0.3735738657027208,0.23898001991144222
UVRAG,1167,gainsboro,gainsboro,3,-0.7767757283785717,-0.6947240946388651,0.8379741828427081,-0.7354009291406813
VAPA,1167,dimgrey,dimgrey,2,0.0792305613270096,-0.07524610248046913,0.18295191012989656,-0.23893993349222542
VMP1,1167,dimgrey,dimgrey,2,-0.42002216909901674,-0.46020352549960875,0.6232822310016742,-0.5875333572420641
VPS13A,1166,dimgrey,dimgrey,2,-0.6304807407955444,-0.697013507713628,0.867081165834724,-0.8064154701555853
VPS13B,1167,dimgrey,dimgrey,2,-0.31946683142331006,-0.6567107272175814,0.7270796220826083,-0.6371770440114319
VPS13C,1167,dimgrey,dimgrey,2,-0.4570512895668435,-0.6976830880658537,0.7502880186388138,-0.6652056765388817
VPS13D,1167,dimgrey,dimgrey,2,-0.23788662888844453,-0.6380851785991096,0.7197446861223239,-0.716083322726789
VPS41,1167,dimgrey,dimgrey,2,0.008130425689305507,-0.15126094083604327,0.3148409073761582,-0.3549723383789733
VPS54,1167,dimgrey,dimgrey,2,-0.36541750100880216,-0.5608475785972542,0.7052620071725478,-0.6549529484815284
VTI1A,1167,dimgrey,dimgrey,2,-0.4355143303572378,-0.6982595046856851,0.8322221623628825,-0.7529022556720866
VTN,1167,black,black,0,-0.12025988340694467,0.6367516072737002,-0.3586017469383943,0.3676232500883819
VWA8,1167,gainsboro,gainsboro,3,-0.203023597056953,-0.7009288481241248,0.8239934200808464,-0.8202012547740269
WAC,1167,dimgrey,dimgrey,2,-0.46377672446696755,-0.6997902874665516,0.7009941636104815,-0.6072334062814804
WAPL,1167,dimgrey,dimgrey,2,-0.20921128264203095,-0.4745773318266656,0.5353906584361311,-0.5313448772464374
WASF2,1167,dimgrey,dimgrey,2,-0.4647529231182815,-0.25622971772713204,0.3894688401026515,-0.38519710036413557
WASHC4,1167,dimgrey,dimgrey,2,-0.013277376774266979,-0.3115726101631235,0.42370003338157536,-0.4239654819866551
WDPCP,1166,dimgrey,dimgrey,2,-0.5377014454637263,-0.784760467091383,0.864154778335925,-0.7494806131917584
WDR26,1167,dimgrey,dimgrey,2,-0.36791715584624923,-0.3523320229576582,0.40649260564965606,-0.3461591419461409
WDR33,1166,dimgrey,dimgrey,2,-0.21029620820915093,-0.5322311810335566,0.5733480172261083,-0.5471139883161251
WDR70,1167,dimgrey,dimgrey,2,-0.26570953665385216,-0.6910080594186769,0.759885804388046,-0.7052848832630556
WNK1,1167,dimgrey,dimgrey,2,-0.6913651605372665,-0.6225285172494436,0.6796080184051236,-0.5889437448489
WSB1,1160,dimgrey,dimgrey,2,-0.651786918821695,-0.6165847869330208,0.7317612248651769,-0.647786409717311
WWC2,1166,dimgrey,dimgrey,2,-0.230913156146988,-0.4548404099998276,0.7037300313836877,-0.7025251163180715
WWOX,1167,dimgrey,dimgrey,2,-0.4605825416122652,-0.7954486058509435,0.8920874304840656,-0.7991154142091975
WWP1,1167,dimgrey,dimgrey,2,-0.19002867068545598,-0.44085857955499314,0.6458067500188273,-0.6577839549996518
XBP1,1167,dimgrey,dimgrey,2,-0.595648681131732,-0.4505205484199205,0.6660983968256098,-0.6685132674902426
XPO1,1167,dimgrey,dimgrey,2,-0.19852963986819164,-0.3666617552170324,0.4084518721133574,-0.37061066207058246
XPR1,1167,dimgrey,dimgrey,2,-0.25937202888619487,-0.23847841120953212,0.3707625954755727,-0.30038642167580853
XRCC5,1167,dimgrey,dimgrey,2,-0.04657058447710978,-0.11294030964780642,0.2184484905120835,-0.2407896392739353
XRN1,1167,dimgrey,dimgrey,2,-0.2498506434908291,-0.7198842165763838,0.7310996853939891,-0.7147500107610365
XRN2,1167,dimgrey,dimgrey,2,-0.15168321195735188,-0.37893676738601334,0.4868395094853469,-0.4957851616943056
YWHAZ,1167,dimgrey,dimgrey,2,-0.19766668468743434,0.25482363805867564,-0.21224289666898333,0.2293374875083244
ZBTB16,1167,dimgrey,dimgrey,2,-0.08735865304382084,-0.6748571125465475,0.6649641579168654,-0.6007790364272492
ZBTB20,1167,dimgrey,dimgrey,2,-0.46290333261316113,-0.6865522227137126,0.84022578356608,-0.7773974964124265
ZBTB38,1167,dimgrey,dimgrey,2,-0.17485781295604397,0.36705583449541257,-0.270148120145214,0.3190735939681734
ZC3H13,1167,black,black,0,0.907040651102658,0.40583581287559717,-0.5155275268813979,0.38866005694187783
ZCCHC7,1167,dimgrey,dimgrey,2,-0.4487674297528845,-0.8077980870319098,0.8470497861098393,-0.7415046421328029
ZEB1,1167,dimgrey,dimgrey,2,-0.42453159174715327,-0.6157272842761913,0.7579013496772294,-0.6651151588561458
ZFAND3,1167,dimgrey,dimgrey,2,-0.608449123478355,-0.8190155193466996,0.8818911999585536,-0.7828411994036839
ZFAND5,1167,gainsboro,gainsboro,3,0.7774042683829292,0.821380370638557,-0.8592282520349636,0.7698605692221026
ZFAND6,1167,dimgrey,dimgrey,2,-0.5179689632427826,-0.6807284945454879,0.7917335957198275,-0.7463383411840931
ZFHX3,1167,dimgrey,dimgrey,2,-0.636116594338306,-0.5499874422028955,0.7362444946977271,-0.7143275089133164
ZFP36,1167,black,black,0,0.2447905159607607,-0.030916872393311742,0.026363482624046076,-0.09311152581868475
ZFP36L1,1167,dimgrey,dimgrey,2,-0.23778017584674896,-0.40909763839237573,0.4813349672921483,-0.5074195155489625
ZFP36L2,1167,gainsboro,gainsboro,3,0.6118435734203497,0.6513683603888742,-0.8318813132641852,0.8324510773309522
ZFR,1167,dimgrey,dimgrey,2,0.05808750801479669,-0.08608016545809725,0.05536791098941896,0.030015026339957528
ZHX2,1167,dimgrey,dimgrey,2,-0.4441231615859989,-0.6654647896702974,0.814102125820763,-0.7555803274951212
ZKSCAN1,1167,black,black,0,0.3808547722738822,-0.12204274056021222,0.19225382113667216,-0.3191459625483676
ZMYM2,1167,black,black,0,0.4260741947541132,-0.22627050627756404,0.12460065197499713,-0.14201763269355003
ZMYM4,1167,dimgrey,dimgrey,2,-0.39240686432731264,-0.6222862458093343,0.7460195492346533,-0.6930228334625665
ZNF148,1167,dimgrey,dimgrey,2,-0.4058134282426948,-0.6515163257474976,0.7307937628260716,-0.6845853630149914
ZNF207,1167,dimgrey,dimgrey,2,0.08144607844716312,-0.3107973089946495,0.32637621128595956,-0.2998167791641099
ZNF292,1167,dimgrey,dimgrey,2,-0.4275433273796302,-0.6434843506966113,0.7405675940580765,-0.703391992572465
ZNF407,1166,dimgrey,dimgrey,2,-0.44682027611753944,-0.6252058665492813,0.8117839182904691,-0.7812854691132609
ZNF609,1166,dimgrey,dimgrey,2,-0.3242635486766748,-0.7586297849657292,0.765704511840073,-0.7246918321367661
ZNF638,1167,dimgrey,dimgrey,2,-0.37795206091256894,-0.6876685106256397,0.821558219020886,-0.7825918275232686
ZNF644,1167,dimgrey,dimgrey,2,-0.5029038554394035,-0.7233117471325173,0.8728112697185993,-0.8259812163264081
ZSWIM6,1166,dimgrey,dimgrey,2,-0.42329268932705044,-0.7668495994918515,0.8404274035204715,-0.797120728745961
