"peak","motif_id","is_bound","tf_name","avg_log2FC","p_val_adj","pwm_score","pwm_threshold","pwm_max"
"chr1-61742063-61743139","MA0030.1",TRUE,"FOXF2",1.02915729694802,0.0001791940031473,11.1965717514829,7.18073379403763,19.2778375491315
"chr8-102238285-102239890","MA0030.1",TRUE,"FOXF2",0.351142174485034,0.0059523799115189,12.8818991204274,7.18073379403763,19.2778375491315
"chr2-237603489-237604157","MA0030.1",TRUE,"FOXF2",0.858670717137731,0.0068630085120379,9.02893189876294,7.18073379403763,19.2778375491315
"chr17-76997867-76998643","MA0030.1",TRUE,"FOXF2",1.01602370139162,0.0142377205251029,11.2888168034473,7.18073379403763,19.2778375491315
"chr6-156719555-156720443","MA0031.1",TRUE,"FOXD1",1.22616254010035,5.07085601562046e-07,11.4757976391415,8.41711100928319,13.7554852435654
"chr1-61742063-61743139","MA0031.1",TRUE,"FOXD1",1.02915729694802,0.0001791940031473,11.0549027912812,8.41711100928319,13.7554852435654
"chr4-139176066-139178649","MA0031.1",TRUE,"FOXD1",0.456410926270771,0.0008104608973567,10.6294497659557,8.41711100928319,13.7554852435654
"chr8-27361671-27362656","MA0031.1",TRUE,"FOXD1",0.886556620036734,0.0008618705431199,11.7216158864094,8.41711100928319,13.7554852435654
"chr15-39629151-39629754","MA0031.1",TRUE,"FOXD1",1.02310804777688,0.0057328052122728,11.7216158864094,8.41711100928319,13.7554852435654
"chr8-102238285-102239890","MA0031.1",TRUE,"FOXD1",0.351142174485034,0.0059523799115189,11.4757976391415,8.41711100928319,13.7554852435654
"chr17-76997867-76998643","MA0031.1",TRUE,"FOXD1",1.01602370139162,0.0142377205251029,11.7216158864094,8.41711100928319,13.7554852435654
"chr1-43348469-43349668","MA0031.1",TRUE,"FOXD1",0.953900633839737,0.0275454209534177,11.0549027912812,8.41711100928319,13.7554852435654
"chr3-52896773-52897806","MA0051.1",TRUE,"IRF2",0.786568118686586,6.9945122299477e-06,9.08140292766,7.16105812135308,25.2483406224791
"chr2-112692025-112693322","MA0051.1",TRUE,"IRF2",1.27055506777213,8.06505450614969e-06,8.2154249469642,7.16105812135308,25.2483406224791
"chr4-139176066-139178649","MA0051.1",TRUE,"IRF2",0.456410926270771,0.0008104608973567,7.95711300702698,7.16105812135308,25.2483406224791
"chr20-4686105-4687394","MA0051.1",TRUE,"IRF2",0.571129751325087,0.0008626568648145,13.0925340742005,7.16105812135308,25.2483406224791
"chr14-76768039-76768811","MA0051.1",TRUE,"IRF2",1.34106050911126,0.0011721211749576,0,7.16105812135308,25.2483406224791
"chr4-38663088-38665264","MA0051.1",TRUE,"IRF2",0.474143413128833,0.0020010853516544,7.16105812135308,7.16105812135308,25.2483406224791
"chr21-10271605-10272550","MA0051.1",TRUE,"IRF2",0.99587414580198,0.0026714786090726,13.5569606178487,7.16105812135308,25.2483406224791
"chr13-99605829-99607049","MA0051.1",TRUE,"IRF2",0.518366235997514,0.0043280154447515,9.18760605613931,7.16105812135308,25.2483406224791
"chr2-169107412-169108626","MA0051.1",TRUE,"IRF2",1.06765681360931,0.0122076932886528,10.0222785855375,7.16105812135308,25.2483406224791
"chr3-155862375-155862947","MA0051.1",TRUE,"IRF2",1.35107479063863,0.0165189850060417,9.70881094928659,7.16105812135308,25.2483406224791
"chr9-98108479-98109311","MA0051.1",TRUE,"IRF2",1.03911638029505,0.0267956983614454,11.7658631574913,7.16105812135308,25.2483406224791
